Filename,Label
n_10_tile_(106_19),0
n_10_tile_(106_20),0
n_10_tile_(106_21),0
n_10_tile_(106_22),0
n_10_tile_(106_23),0
n_10_tile_(106_25),0
n_10_tile_(106_26),1
n_10_tile_(106_27),0
n_10_tile_(106_31),0
n_10_tile_(106_32),0
n_10_tile_(106_33),0
n_10_tile_(106_35),0
n_10_tile_(106_37),0
n_10_tile_(106_38),0
n_10_tile_(106_39),0
n_10_tile_(106_40),0
n_10_tile_(106_41),0
n_10_tile_(106_43),0
n_10_tile_(106_44),0
n_10_tile_(106_45),0
n_10_tile_(106_46),0
n_10_tile_(106_49),0
n_10_tile_(106_50),0
n_10_tile_(106_51),1
n_10_tile_(106_52),0
n_10_tile_(106_53),1
n_10_tile_(106_54),0
n_10_tile_(106_55),0
n_10_tile_(106_56),0
n_10_tile_(106_57),0
n_10_tile_(106_58),0
n_10_tile_(106_59),0
n_10_tile_(106_61),0
n_10_tile_(106_63),0
n_10_tile_(106_64),0
n_10_tile_(106_65),0
n_10_tile_(106_66),0
n_10_tile_(106_67),0
n_10_tile_(106_68),0
n_10_tile_(106_69),0
n_10_tile_(106_70),0
n_10_tile_(106_71),0
n_10_tile_(106_72),0
n_10_tile_(106_73),0
n_10_tile_(106_74),0
n_10_tile_(106_75),0
n_10_tile_(107_14),0
n_10_tile_(107_15),0
n_10_tile_(107_16),0
n_10_tile_(107_17),0
n_10_tile_(107_18),0
n_10_tile_(107_19),0
n_10_tile_(107_21),0
n_10_tile_(107_22),0
n_10_tile_(107_23),0
n_10_tile_(107_24),0
n_10_tile_(107_25),0
n_10_tile_(107_26),0
n_10_tile_(107_27),0
n_10_tile_(107_28),0
n_10_tile_(107_29),0
n_10_tile_(107_30),0
n_10_tile_(107_32),0
n_10_tile_(107_33),0
n_10_tile_(107_34),0
n_10_tile_(107_35),0
n_10_tile_(107_36),0
n_10_tile_(107_37),0
n_10_tile_(107_39),0
n_10_tile_(107_41),0
n_10_tile_(107_43),0
n_10_tile_(107_44),1
n_10_tile_(107_47),0
n_10_tile_(107_48),0
n_10_tile_(107_49),0
n_10_tile_(107_50),0
n_10_tile_(107_51),0
n_10_tile_(107_52),0
n_10_tile_(107_53),0
n_10_tile_(107_54),0
n_10_tile_(107_55),0
n_10_tile_(107_62),0
n_10_tile_(107_63),0
n_10_tile_(107_64),0
n_10_tile_(107_65),1
n_10_tile_(107_66),0
n_10_tile_(107_67),0
n_10_tile_(107_68),0
n_10_tile_(107_69),0
n_10_tile_(107_70),0
n_10_tile_(107_71),0
n_10_tile_(107_72),0
n_10_tile_(107_73),0
n_10_tile_(107_74),0
n_10_tile_(107_75),0
n_10_tile_(108_15),0
n_10_tile_(108_18),0
n_10_tile_(108_21),0
n_10_tile_(108_22),1
n_10_tile_(108_23),0
n_10_tile_(108_25),0
n_10_tile_(108_26),0
n_10_tile_(108_28),1
n_10_tile_(108_30),0
n_10_tile_(108_31),0
n_10_tile_(108_32),0
n_10_tile_(108_38),0
n_10_tile_(108_39),0
n_10_tile_(108_40),0
n_10_tile_(108_41),0
n_10_tile_(108_42),0
n_10_tile_(108_43),0
n_10_tile_(108_44),0
n_10_tile_(108_46),0
n_10_tile_(108_47),0
n_10_tile_(108_48),0
n_10_tile_(108_49),0
n_10_tile_(108_52),0
n_10_tile_(108_59),0
n_10_tile_(108_60),0
n_10_tile_(108_62),0
n_10_tile_(108_63),0
n_10_tile_(108_64),0
n_10_tile_(108_65),1
n_10_tile_(108_66),0
n_10_tile_(108_67),0
n_10_tile_(108_68),0
n_10_tile_(108_69),0
n_10_tile_(108_70),0
n_10_tile_(108_71),0
n_10_tile_(108_72),0
n_10_tile_(108_73),0
n_10_tile_(108_74),0
n_10_tile_(109_15),0
n_10_tile_(109_16),0
n_10_tile_(109_17),0
n_10_tile_(109_18),0
n_10_tile_(109_19),0
n_10_tile_(109_21),0
n_10_tile_(109_22),0
n_10_tile_(109_23),1
n_10_tile_(109_24),0
n_10_tile_(109_25),0
n_10_tile_(109_27),1
n_10_tile_(109_28),0
n_10_tile_(109_29),0
n_10_tile_(109_30),1
n_10_tile_(109_31),0
n_10_tile_(109_32),0
n_10_tile_(109_33),0
n_10_tile_(109_34),0
n_10_tile_(109_35),0
n_10_tile_(109_36),0
n_10_tile_(109_37),0
n_10_tile_(109_43),0
n_10_tile_(109_44),0
n_10_tile_(109_46),0
n_10_tile_(109_47),0
n_10_tile_(109_48),0
n_10_tile_(109_56),0
n_10_tile_(109_59),0
n_10_tile_(109_62),0
n_10_tile_(109_65),1
n_10_tile_(109_66),0
n_10_tile_(109_67),0
n_10_tile_(109_68),0
n_10_tile_(109_69),0
n_10_tile_(109_70),0
n_10_tile_(109_71),0
n_10_tile_(109_72),0
n_10_tile_(109_73),0
n_10_tile_(110_15),0
n_10_tile_(110_16),0
n_10_tile_(110_17),0
n_10_tile_(110_18),0
n_10_tile_(110_19),0
n_10_tile_(110_21),0
n_10_tile_(110_22),0
n_10_tile_(110_23),0
n_10_tile_(110_24),1
n_10_tile_(110_25),0
n_10_tile_(110_26),0
n_10_tile_(110_27),0
n_10_tile_(110_28),0
n_10_tile_(110_29),0
n_10_tile_(110_32),0
n_10_tile_(110_33),0
n_10_tile_(110_34),1
n_10_tile_(110_35),1
n_10_tile_(110_36),0
n_10_tile_(110_37),0
n_10_tile_(110_38),0
n_10_tile_(110_39),0
n_10_tile_(110_41),0
n_10_tile_(110_42),0
n_10_tile_(110_43),0
n_10_tile_(110_53),0
n_10_tile_(110_54),0
n_10_tile_(110_55),0
n_10_tile_(110_56),0
n_10_tile_(110_59),1
n_10_tile_(110_61),0
n_10_tile_(110_62),0
n_10_tile_(110_63),0
n_10_tile_(110_64),0
n_10_tile_(110_65),0
n_10_tile_(110_66),1
n_10_tile_(110_67),0
n_10_tile_(110_69),0
n_10_tile_(110_70),0
n_10_tile_(110_71),0
n_10_tile_(111_15),0
n_10_tile_(111_17),0
n_10_tile_(111_18),0
n_10_tile_(111_19),0
n_10_tile_(111_20),0
n_10_tile_(111_21),0
n_10_tile_(111_22),0
n_10_tile_(111_23),0
n_10_tile_(111_24),0
n_10_tile_(111_25),0
n_10_tile_(111_26),0
n_10_tile_(111_28),0
n_10_tile_(111_30),0
n_10_tile_(111_31),0
n_10_tile_(111_32),0
n_10_tile_(111_33),0
n_10_tile_(111_34),1
n_10_tile_(111_35),0
n_10_tile_(111_37),0
n_10_tile_(111_38),1
n_10_tile_(111_39),0
n_10_tile_(111_40),0
n_10_tile_(111_41),0
n_10_tile_(111_42),0
n_10_tile_(111_44),0
n_10_tile_(111_49),0
n_10_tile_(111_51),0
n_10_tile_(111_53),0
n_10_tile_(111_54),0
n_10_tile_(111_55),0
n_10_tile_(111_56),0
n_10_tile_(111_57),0
n_10_tile_(111_58),0
n_10_tile_(111_59),0
n_10_tile_(111_61),0
n_10_tile_(111_62),0
n_10_tile_(111_63),0
n_10_tile_(111_64),0
n_10_tile_(111_65),0
n_10_tile_(111_66),0
n_10_tile_(111_67),0
n_10_tile_(111_68),0
n_10_tile_(111_69),0
n_10_tile_(111_70),0
n_10_tile_(111_71),0
n_10_tile_(111_72),0
n_10_tile_(111_73),0
n_10_tile_(112_16),0
n_10_tile_(112_17),0
n_10_tile_(112_20),0
n_10_tile_(112_21),0
n_10_tile_(112_22),0
n_10_tile_(112_23),0
n_10_tile_(112_27),0
n_10_tile_(112_29),1
n_10_tile_(112_31),1
n_10_tile_(112_32),0
n_10_tile_(112_33),0
n_10_tile_(112_34),0
n_10_tile_(112_35),0
n_10_tile_(112_36),0
n_10_tile_(112_37),1
n_10_tile_(112_38),0
n_10_tile_(112_40),0
n_10_tile_(112_41),0
n_10_tile_(112_42),0
n_10_tile_(112_43),0
n_10_tile_(112_45),0
n_10_tile_(112_46),0
n_10_tile_(112_47),0
n_10_tile_(112_48),0
n_10_tile_(112_49),0
n_10_tile_(112_50),1
n_10_tile_(112_51),0
n_10_tile_(112_52),0
n_10_tile_(112_53),0
n_10_tile_(112_54),0
n_10_tile_(112_55),0
n_10_tile_(112_56),0
n_10_tile_(112_57),1
n_10_tile_(112_58),0
n_10_tile_(112_59),1
n_10_tile_(112_61),0
n_10_tile_(112_62),0
n_10_tile_(112_63),0
n_10_tile_(112_64),0
n_10_tile_(112_65),0
n_10_tile_(112_66),0
n_10_tile_(112_67),1
n_10_tile_(112_68),0
n_10_tile_(112_69),0
n_10_tile_(112_71),0
n_10_tile_(113_17),0
n_10_tile_(113_19),0
n_10_tile_(113_20),0
n_10_tile_(113_23),0
n_10_tile_(113_25),0
n_10_tile_(113_27),0
n_10_tile_(113_28),1
n_10_tile_(113_29),0
n_10_tile_(113_30),0
n_10_tile_(113_31),0
n_10_tile_(113_32),1
n_10_tile_(113_33),1
n_10_tile_(113_35),0
n_10_tile_(113_36),0
n_10_tile_(113_38),1
n_10_tile_(113_39),1
n_10_tile_(113_40),0
n_10_tile_(113_41),0
n_10_tile_(113_43),0
n_10_tile_(113_45),1
n_10_tile_(113_47),0
n_10_tile_(113_48),1
n_10_tile_(113_51),0
n_10_tile_(113_52),0
n_10_tile_(113_53),1
n_10_tile_(113_54),0
n_10_tile_(113_55),0
n_10_tile_(113_57),0
n_10_tile_(113_58),0
n_10_tile_(113_59),1
n_10_tile_(113_60),0
n_10_tile_(113_61),1
n_10_tile_(113_62),0
n_10_tile_(113_63),1
n_10_tile_(113_64),0
n_10_tile_(113_65),0
n_10_tile_(113_66),0
n_10_tile_(113_67),0
n_10_tile_(113_68),0
n_10_tile_(113_69),0
n_10_tile_(113_70),0
n_10_tile_(113_71),0
n_10_tile_(113_72),0
n_10_tile_(114_16),0
n_10_tile_(114_17),0
n_10_tile_(114_18),0
n_10_tile_(114_19),0
n_10_tile_(114_20),0
n_10_tile_(114_21),0
n_10_tile_(114_22),0
n_10_tile_(114_23),0
n_10_tile_(114_24),0
n_10_tile_(114_25),0
n_10_tile_(114_26),0
n_10_tile_(114_27),0
n_10_tile_(114_29),0
n_10_tile_(114_30),0
n_10_tile_(114_31),0
n_10_tile_(114_32),0
n_10_tile_(114_33),1
n_10_tile_(114_34),1
n_10_tile_(114_35),1
n_10_tile_(114_37),0
n_10_tile_(114_39),0
n_10_tile_(114_40),0
n_10_tile_(114_41),0
n_10_tile_(114_42),0
n_10_tile_(114_43),0
n_10_tile_(114_44),1
n_10_tile_(114_45),1
n_10_tile_(114_49),0
n_10_tile_(114_50),1
n_10_tile_(114_51),0
n_10_tile_(114_52),0
n_10_tile_(114_54),1
n_10_tile_(114_55),0
n_10_tile_(114_56),0
n_10_tile_(114_57),0
n_10_tile_(114_58),1
n_10_tile_(114_59),0
n_10_tile_(114_60),0
n_10_tile_(114_61),1
n_10_tile_(114_63),0
n_10_tile_(114_65),1
n_10_tile_(114_66),0
n_10_tile_(114_67),0
n_10_tile_(114_69),0
n_10_tile_(114_70),0
n_10_tile_(115_16),0
n_10_tile_(115_17),0
n_10_tile_(115_19),0
n_10_tile_(115_20),0
n_10_tile_(115_22),0
n_10_tile_(115_23),0
n_10_tile_(115_24),0
n_10_tile_(115_27),0
n_10_tile_(115_28),0
n_10_tile_(115_29),0
n_10_tile_(115_31),0
n_10_tile_(115_32),0
n_10_tile_(115_34),0
n_10_tile_(115_35),0
n_10_tile_(115_36),1
n_10_tile_(115_37),0
n_10_tile_(115_38),0
n_10_tile_(115_39),0
n_10_tile_(115_41),0
n_10_tile_(115_42),0
n_10_tile_(115_43),0
n_10_tile_(115_44),1
n_10_tile_(115_45),0
n_10_tile_(115_46),1
n_10_tile_(115_47),0
n_10_tile_(115_48),0
n_10_tile_(115_49),0
n_10_tile_(115_50),1
n_10_tile_(115_52),1
n_10_tile_(115_53),0
n_10_tile_(115_54),0
n_10_tile_(115_55),0
n_10_tile_(115_56),0
n_10_tile_(115_58),0
n_10_tile_(115_59),0
n_10_tile_(115_60),0
n_10_tile_(115_62),0
n_10_tile_(115_63),0
n_10_tile_(115_65),1
n_10_tile_(115_66),0
n_10_tile_(115_67),0
n_10_tile_(115_68),0
n_10_tile_(115_69),0
n_10_tile_(115_70),0
n_10_tile_(116_17),0
n_10_tile_(116_18),0
n_10_tile_(116_19),0
n_10_tile_(116_20),0
n_10_tile_(116_21),0
n_10_tile_(116_22),0
n_10_tile_(116_23),0
n_10_tile_(116_24),0
n_10_tile_(116_25),0
n_10_tile_(116_28),0
n_10_tile_(116_29),0
n_10_tile_(116_30),0
n_10_tile_(116_31),0
n_10_tile_(116_32),0
n_10_tile_(116_33),0
n_10_tile_(116_34),0
n_10_tile_(116_36),0
n_10_tile_(116_37),0
n_10_tile_(116_41),0
n_10_tile_(116_44),1
n_10_tile_(116_45),0
n_10_tile_(116_46),1
n_10_tile_(116_47),1
n_10_tile_(116_48),0
n_10_tile_(116_49),1
n_10_tile_(116_51),0
n_10_tile_(116_52),1
n_10_tile_(116_53),1
n_10_tile_(116_55),0
n_10_tile_(116_56),0
n_10_tile_(116_57),0
n_10_tile_(116_58),0
n_10_tile_(116_59),0
n_10_tile_(116_61),0
n_10_tile_(116_62),0
n_10_tile_(116_63),1
n_10_tile_(116_64),0
n_10_tile_(116_65),0
n_10_tile_(116_66),0
n_10_tile_(116_67),0
n_10_tile_(116_68),0
n_10_tile_(116_69),0
n_10_tile_(116_70),0
n_10_tile_(117_20),0
n_10_tile_(117_21),0
n_10_tile_(117_22),0
n_10_tile_(117_23),0
n_10_tile_(117_24),0
n_10_tile_(117_25),0
n_10_tile_(117_26),0
n_10_tile_(117_27),0
n_10_tile_(117_29),0
n_10_tile_(117_30),0
n_10_tile_(117_31),0
n_10_tile_(117_32),0
n_10_tile_(117_33),0
n_10_tile_(117_34),0
n_10_tile_(117_35),0
n_10_tile_(117_36),0
n_10_tile_(117_37),0
n_10_tile_(117_38),0
n_10_tile_(117_40),0
n_10_tile_(117_41),0
n_10_tile_(117_42),0
n_10_tile_(117_43),0
n_10_tile_(117_44),0
n_10_tile_(117_45),0
n_10_tile_(117_46),1
n_10_tile_(117_47),0
n_10_tile_(117_48),0
n_10_tile_(117_49),0
n_10_tile_(117_51),1
n_10_tile_(117_52),0
n_10_tile_(117_53),0
n_10_tile_(117_54),0
n_10_tile_(117_55),0
n_10_tile_(117_56),0
n_10_tile_(117_57),0
n_10_tile_(117_59),1
n_10_tile_(117_60),0
n_10_tile_(117_61),0
n_10_tile_(117_62),1
n_10_tile_(117_63),1
n_10_tile_(117_64),0
n_10_tile_(117_67),0
n_10_tile_(117_68),0
n_10_tile_(117_69),0
n_10_tile_(118_20),0
n_10_tile_(118_21),0
n_10_tile_(118_23),0
n_10_tile_(118_24),0
n_10_tile_(118_25),0
n_10_tile_(118_26),0
n_10_tile_(118_27),0
n_10_tile_(118_28),0
n_10_tile_(118_30),0
n_10_tile_(118_32),0
n_10_tile_(118_33),1
n_10_tile_(118_34),0
n_10_tile_(118_38),0
n_10_tile_(118_39),0
n_10_tile_(118_40),0
n_10_tile_(118_42),1
n_10_tile_(118_43),0
n_10_tile_(118_44),1
n_10_tile_(118_45),1
n_10_tile_(118_46),0
n_10_tile_(118_47),0
n_10_tile_(118_48),1
n_10_tile_(118_49),1
n_10_tile_(118_50),0
n_10_tile_(118_51),0
n_10_tile_(118_52),1
n_10_tile_(118_53),0
n_10_tile_(118_54),1
n_10_tile_(118_55),0
n_10_tile_(118_57),0
n_10_tile_(118_58),1
n_10_tile_(118_59),1
n_10_tile_(118_60),0
n_10_tile_(118_61),0
n_10_tile_(118_62),1
n_10_tile_(118_64),0
n_10_tile_(118_65),0
n_10_tile_(118_67),0
n_10_tile_(118_68),0
n_10_tile_(119_20),0
n_10_tile_(119_23),0
n_10_tile_(119_24),0
n_10_tile_(119_25),0
n_10_tile_(119_26),0
n_10_tile_(119_27),0
n_10_tile_(119_28),0
n_10_tile_(119_32),0
n_10_tile_(119_33),0
n_10_tile_(119_34),0
n_10_tile_(119_35),0
n_10_tile_(119_36),0
n_10_tile_(119_37),0
n_10_tile_(119_41),0
n_10_tile_(119_42),1
n_10_tile_(119_43),1
n_10_tile_(119_44),1
n_10_tile_(119_45),1
n_10_tile_(119_47),0
n_10_tile_(119_48),0
n_10_tile_(119_49),1
n_10_tile_(119_50),1
n_10_tile_(119_51),1
n_10_tile_(119_52),0
n_10_tile_(119_54),0
n_10_tile_(119_55),0
n_10_tile_(119_56),0
n_10_tile_(119_57),0
n_10_tile_(119_58),0
n_10_tile_(119_59),0
n_10_tile_(119_60),0
n_10_tile_(119_61),1
n_10_tile_(119_62),0
n_10_tile_(119_63),0
n_10_tile_(119_64),0
n_10_tile_(119_65),0
n_10_tile_(119_66),0
n_10_tile_(119_67),0
n_10_tile_(119_68),0
n_10_tile_(119_69),0
n_10_tile_(120_23),0
n_10_tile_(120_24),0
n_10_tile_(120_25),0
n_10_tile_(120_26),0
n_10_tile_(120_27),0
n_10_tile_(120_29),0
n_10_tile_(120_31),0
n_10_tile_(120_34),0
n_10_tile_(120_35),0
n_10_tile_(120_36),0
n_10_tile_(120_37),0
n_10_tile_(120_38),0
n_10_tile_(120_39),0
n_10_tile_(120_40),1
n_10_tile_(120_41),1
n_10_tile_(120_42),1
n_10_tile_(120_43),1
n_10_tile_(120_44),1
n_10_tile_(120_47),1
n_10_tile_(120_48),0
n_10_tile_(120_49),1
n_10_tile_(120_50),0
n_10_tile_(120_51),1
n_10_tile_(120_53),1
n_10_tile_(120_54),0
n_10_tile_(120_55),1
n_10_tile_(120_56),1
n_10_tile_(120_57),1
n_10_tile_(120_58),0
n_10_tile_(120_59),0
n_10_tile_(120_60),1
n_10_tile_(120_61),0
n_10_tile_(120_62),0
n_10_tile_(120_63),0
n_10_tile_(120_64),0
n_10_tile_(120_65),0
n_10_tile_(121_21),0
n_10_tile_(121_22),0
n_10_tile_(121_23),0
n_10_tile_(121_24),0
n_10_tile_(121_25),0
n_10_tile_(121_26),0
n_10_tile_(121_27),0
n_10_tile_(121_28),0
n_10_tile_(121_29),0
n_10_tile_(121_30),0
n_10_tile_(121_31),0
n_10_tile_(121_32),0
n_10_tile_(121_33),0
n_10_tile_(121_34),0
n_10_tile_(121_35),0
n_10_tile_(121_36),0
n_10_tile_(121_39),0
n_10_tile_(121_40),1
n_10_tile_(121_42),1
n_10_tile_(121_44),0
n_10_tile_(121_45),0
n_10_tile_(121_46),1
n_10_tile_(121_47),1
n_10_tile_(121_48),1
n_10_tile_(121_50),0
n_10_tile_(121_51),0
n_10_tile_(121_53),0
n_10_tile_(121_54),0
n_10_tile_(121_56),0
n_10_tile_(121_57),0
n_10_tile_(121_58),1
n_10_tile_(121_59),0
n_10_tile_(121_60),0
n_10_tile_(121_61),0
n_10_tile_(121_62),0
n_10_tile_(121_63),0
n_10_tile_(121_64),0
n_10_tile_(122_21),0
n_10_tile_(122_22),0
n_10_tile_(122_23),0
n_10_tile_(122_25),0
n_10_tile_(122_26),0
n_10_tile_(122_27),0
n_10_tile_(122_28),0
n_10_tile_(122_29),0
n_10_tile_(122_30),0
n_10_tile_(122_31),0
n_10_tile_(122_32),0
n_10_tile_(122_33),0
